Player,Driving_Rank,Average_Drive_Distance,Year,Percent_Fairway_Hit,Percent_Greens_Hit,Top_10's,Percent_BreakPar_Rank,Avg_Score_Rank,Money_Rank,Percent_Par3_Bird,Percent_Par4_Bird,Percent_Par5_Bird,Avg_scoreB4cut,Masters_Top_10,Masters_Top_25
Ben Curtis,157.0,280.5,2006,65.33,66.0,,155.0,117.0,115.0,11.88,11.72,44.09,71.44,0.0,0.0
Heath Slocum,157.0,280.5,2006,72.04,68.52,1.0,106.0,144.0,83.0,15.5,14.91,39.84,71.73,,
Tom Byrum,159.0,280.3,2006,67.17,67.84,,151.0,105.0,143.0,18.18,12.76,36.23,72.0,,
Mark Wilson,160.0,280.2,2006,67.43,71.97,1.0,10.0,10.0,88.0,22.47,19.27,39.33,68.77,,
K.J. Choi,161.0,280.1,2006,65.71,66.67,,183.0,109.0,56.0,10.71,11.44,39.47,70.92,0.0,0.0
Rocco Mediate,162.0,279.7,2006,63.29,65.36,,191.0,162.0,191.0,15.94,11.63,24.62,71.85,0.0,0.0
Scott Verplank,162.0,279.7,2006,71.03,66.43,3.0,6.0,3.0,19.0,20.43,19.92,47.06,68.71,0.0,1.0
Doug Barron,164.0,279.4,2006,66.48,64.89,2.0,56.0,51.0,80.0,12.87,19.69,36.84,71.22,,
Mike Sposa,165.0,278.6,2006,65.07,62.59,,169.0,153.0,185.0,13.11,9.46,40.98,73.0,,
Kirk Triplett,166.0,278.4,2006,70.4,68.22,1.0,29.0,58.0,34.0,22.55,18.25,36.46,71.0,,
J.L. Lewis,167.0,278.1,2006,62.92,63.15,,175.0,159.0,125.0,11.48,13.82,32.46,72.33,,
Shane Bertsch,168.0,278.0,2006,65.16,63.81,1.0,32.0,57.0,49.0,10.56,20.22,43.18,70.61,,
Jerry Kelly,169.0,277.5,2006,65.38,65.28,2.0,70.0,36.0,39.0,11.4,19.01,38.68,71.57,,
Lee Janzen,170.0,277.4,2006,47.39,63.38,,43.0,148.0,170.0,16.67,15.91,45.35,71.89,,
Ben Crane,171.0,277.1,2006,62.81,61.9,,95.0,179.0,97.0,13.21,14.79,42.11,71.56,0.0,0.0
John Cook,172.0,276.7,2006,63.01,62.7,,57.0,69.0,121.0,13.95,16.19,43.9,71.0,,
Todd Fischer,173.0,276.5,2006,61.76,63.25,,33.0,53.0,78.0,14.56,16.62,48.3,70.33,,
Stephen Leaney,174.0,276.4,2006,64.17,67.42,,188.0,152.0,154.0,12.36,9.46,35.29,72.56,,
Justin Leonard,174.0,276.4,2006,66.77,65.46,2.0,108.0,96.0,53.0,11.24,13.87,45.98,71.31,0.0,0.0
Tim Clark,176.0,276.3,2006,68.09,69.14,1.0,22.0,35.0,54.0,10.91,18.89,49.06,69.59,1.0,1.0
Brian Gay,177.0,276.1,2006,66.92,62.76,,105.0,30.0,96.0,18.12,15.96,34.04,70.18,,
Tim Petrovic,178.0,276.0,2006,64.71,58.81,,186.0,166.0,103.0,14.04,11.0,34.26,72.05,,
Paul Goydos,179.0,275.8,2006,73.2,67.42,,152.0,109.0,184.0,8.89,15.63,37.8,71.82,,
Mark Brooks,180.0,275.7,2006,67.68,63.68,,161.0,118.0,173.0,15.09,14.5,30.0,71.57,,
Jeff Sluman,181.0,275.6,2006,63.32,62.86,1.0,107.0,89.0,89.0,12.68,17.32,36.15,70.48,,
Mike Weir,182.0,275.3,2006,65.8,62.67,3.0,11.0,25.0,25.0,20.59,18.75,44.57,69.82,0.0,1.0
Robert Damron,183.0,274.8,2006,56.03,59.56,,180.0,173.0,141.0,11.76,11.51,36.46,73.1,,
Mark O'Meara,184.0,273.8,2006,58.99,55.83,,142.0,170.0,148.0,8.54,14.8,39.02,72.13,0.0,0.0
Olin Browne,185.0,273.6,2006,70.85,62.22,1.0,80.0,133.0,72.0,17.8,16.46,38.68,70.74,0.0,0.0
Bart Bryant,186.0,273.1,2006,71.83,66.94,1.0,179.0,156.0,67.0,9.21,12.26,38.89,71.58,0.0,0.0
Peter Lonard,187.0,272.6,2006,59.38,58.02,1.0,162.0,163.0,91.0,10.29,11.73,46.67,72.0,0.0,0.0
Jim Furyk,188.0,272.5,2006,76.57,67.09,3.0,61.0,16.0,16.0,17.82,15.69,43.01,70.2,0.0,1.0
Robert Gamez,189.0,271.3,2006,65.99,65.08,,154.0,161.0,116.0,8.18,16.1,36.27,72.14,,
Fred Funk,190.0,267.0,2006,78.44,66.67,1.0,182.0,145.0,55.0,7.63,14.52,33.04,72.05,0.0,0.0
Corey Pavin,191.0,261.4,2006,67.13,64.53,,173.0,137.0,137.0,16.04,11.65,34.38,71.67,,
Brad Faxon,192.0,260.8,2006,55.31,55.56,,158.0,178.0,87.0,14.85,13.14,36.56,72.76,,
Bubba Watson,1.0,314.0,2007,56.79,68.06,3.0,3.0,15.0,20.0,6.72,19.39,55.36,70.76,,
Ángel Cabrera,2.0,310.4,2007,51.79,70.37,,81.0,123.0,117.0,10.42,16.67,35.71,72.38,,
John Daly,3.0,309.9,2007,44.4,62.96,,52.0,104.0,154.0,12.16,15.18,44.07,72.07,,
Robert Garrigus,4.0,306.2,2007,49.07,65.41,1.0,33.0,113.0,52.0,14.84,15.34,45.19,71.81,,
Anthony Kim,5.0,303.5,2007,58.71,69.55,2.0,10.0,21.0,47.0,7.96,17.73,56.04,71.0,,
Lucas Glover,6.0,301.7,2007,58.35,62.84,1.0,19.0,42.0,40.0,18.18,16.0,42.57,70.5,0.0,1.0
Brett Wetterich,7.0,301.5,2007,56.73,67.7,2.0,46.0,91.0,14.0,7.48,19.23,36.56,71.88,0.0,0.0
J.B. Holmes,8.0,301.3,2007,60.3,66.2,2.0,9.0,145.0,43.0,14.29,19.57,42.53,71.47,,
Charles Howell III,9.0,300.7,2007,53.61,68.52,5.0,5.0,4.0,3.0,8.76,18.68,55.05,68.94,0.0,0.0
Kenny Perry,10.0,299.8,2007,59.71,67.33,,102.0,60.0,131.0,13.33,14.93,37.66,70.94,,
Harrison Frazar,11.0,298.6,2007,53.61,64.53,1.0,27.0,112.0,93.0,13.79,15.99,46.81,71.81,,
Scott Gutschewski,12.0,297.3,2007,49.6,59.88,,160.0,174.0,204.0,13.21,10.71,41.46,72.45,,
Robert Allenby,12.0,297.3,2007,60.25,67.82,6.0,2.0,2.0,11.0,11.97,18.35,60.67,68.75,0.0,0.0
Phil Mickelson,14.0,297.0,2007,60.11,67.28,2.0,1.0,10.0,4.0,12.73,18.57,61.46,69.29,0.0,1.0
Steve Marino,15.0,296.6,2007,49.52,64.63,1.0,85.0,91.0,80.0,10.0,13.93,48.11,70.71,,
Bill Haas,16.0,296.4,2007,58.5,61.33,1.0,29.0,12.0,63.0,10.08,15.71,53.85,70.1,,
Mathias Grönberg,17.0,296.2,2007,55.86,62.96,,132.0,121.0,161.0,8.08,14.17,40.51,71.39,,
Steve Allan,18.0,295.8,2007,52.63,63.7,,59.0,141.0,165.0,18.18,14.22,39.34,72.0,,
George McNeill,19.0,295.7,2007,55.71,64.34,,23.0,33.0,110.0,14.48,17.55,44.04,69.6,,
Charles Warren,20.0,295.6,2007,65.81,65.59,1.0,17.0,88.0,73.0,14.06,18.4,43.27,70.95,,
Tiger Woods,20.0,295.6,2007,55.36,73.61,3.0,14.0,3.0,2.0,10.42,18.75,47.5,68.67,1.0,1.0
Matt Hendrix,22.0,295.3,2007,61.33,65.38,,151.0,171.0,182.0,11.48,10.39,41.82,72.45,,
Nick Watney,23.0,294.7,2007,64.5,69.92,1.0,67.0,48.0,79.0,12.3,15.07,38.89,70.79,,
Boo Weekley,24.0,294.6,2007,62.94,67.43,2.0,39.0,29.0,32.0,11.03,18.33,41.84,71.09,,
Jason Gore,25.0,294.1,2007,61.38,67.46,,146.0,177.0,159.0,9.09,13.74,35.44,72.44,,
David Howell,26.0,294.0,2007,50.0,54.17,,113.0,147.0,132.0,16.67,8.87,45.45,70.83,0.0,0.0
Pat Perez,27.0,293.8,2007,59.61,65.6,2.0,42.0,28.0,45.0,16.0,14.94,45.98,70.79,,
Ryan Palmer,28.0,293.4,2007,56.7,65.2,,143.0,126.0,194.0,13.58,9.28,44.78,71.69,,
Andrew Buckle,29.0,292.9,2007,56.98,62.28,1.0,45.0,81.0,78.0,10.59,15.22,50.79,71.31,,
Rich Beem,30.0,292.7,2007,58.77,65.17,1.0,21.0,50.0,77.0,13.76,14.96,52.94,70.56,0.0,0.0
Greg Owen,31.0,292.6,2007,65.11,69.44,1.0,136.0,163.0,100.0,11.11,13.48,36.84,72.37,,
Camilo Villegas,32.0,292.5,2007,59.08,63.38,1.0,109.0,74.0,39.0,12.9,14.96,36.23,70.6,0.0,0.0
Daniel Chopra,33.0,292.2,2007,47.93,65.71,1.0,41.0,26.0,51.0,15.75,14.67,43.97,70.22,,
Ernie Els,33.0,292.2,2007,60.71,59.26,1.0,14.0,6.0,44.0,12.5,19.7,44.44,69.33,0.0,0.0
Chris Couch,35.0,292.1,2007,59.95,64.68,,72.0,136.0,107.0,8.04,16.78,42.05,71.56,,
Mathew Goggin,36.0,292.0,2007,60.14,65.34,,154.0,177.0,181.0,8.05,13.64,38.03,72.27,,
Craig Barlow,37.0,291.9,2007,57.38,62.63,,47.0,156.0,176.0,10.99,13.22,50.0,71.63,,
Bo Van Pelt,37.0,291.9,2007,60.5,62.85,,99.0,25.0,53.0,6.77,15.79,43.56,71.05,,
Robert Karlsson,39.0,291.7,2007,50.0,57.94,,135.0,191.0,,14.29,9.87,47.73,73.38,0.0,0.0
Hunter Mahan,40.0,291.6,2007,66.67,68.58,1.0,22.0,95.0,74.0,10.83,16.44,48.08,71.19,,
Sean O'Hair,41.0,291.5,2007,64.89,64.98,,169.0,107.0,112.0,10.53,12.7,34.67,71.65,,
Charley Hoffman,42.0,291.3,2007,56.4,63.49,1.0,23.0,130.0,16.0,13.01,15.17,48.44,71.43,,
Kyle Reifers,43.0,291.2,2007,60.34,61.76,,167.0,189.0,127.0,6.49,12.5,43.86,72.77,,
John Senden,44.0,290.5,2007,62.04,72.73,1.0,53.0,29.0,31.0,11.28,14.94,44.25,70.33,,
Michael Allen,45.0,290.4,2007,58.46,63.49,,183.0,182.0,192.0,13.7,9.69,36.36,72.0,,
J.J. Henry,46.0,290.1,2007,62.47,68.2,1.0,131.0,122.0,65.0,10.26,13.23,41.05,71.82,0.0,0.0
John Merrick,47.0,290.0,2007,57.34,67.52,,137.0,139.0,141.0,12.2,13.98,35.79,71.65,,
Paul Stankowski,48.0,289.7,2007,53.6,68.4,,32.0,50.0,123.0,12.2,16.04,46.97,71.27,,
Davis Love III,49.0,289.4,2007,62.04,68.67,2.0,98.0,49.0,33.0,12.37,13.77,44.16,70.73,0.0,0.0
"Wes Short, Jr.",50.0,289.2,2007,52.79,63.13,,173.0,188.0,195.0,12.12,9.77,40.26,73.05,,
Kevin Stadler,51.0,288.9,2007,52.64,62.78,,85.0,169.0,113.0,9.29,15.36,42.11,72.0,,
Adam Scott,51.0,288.9,2007,61.4,68.06,2.0,7.0,81.0,6.0,10.0,15.48,56.67,71.38,0.0,0.0
Padraig Harrington,53.0,288.4,2007,56.27,62.78,1.0,11.0,15.0,42.0,17.28,18.57,40.58,70.0,1.0,1.0
Briny Baird,54.0,288.3,2007,59.85,69.54,,117.0,73.0,135.0,16.79,11.93,40.0,70.55,,
Peter Lonard,54.0,288.3,2007,64.1,63.44,1.0,96.0,24.0,50.0,12.41,14.74,41.9,70.23,,
Kevin Sutherland,56.0,288.2,2007,56.15,69.34,1.0,69.0,66.0,29.0,12.5,13.14,44.0,70.32,,
Mark Calcavecchia,57.0,288.1,2007,65.68,65.23,3.0,13.0,23.0,10.0,12.4,15.45,58.59,70.75,0.0,1.0
Geoff Ogilvy,58.0,288.0,2007,56.41,63.89,3.0,74.0,40.0,8.0,10.71,17.48,36.36,70.5,0.0,1.0
Stewart Cink,58.0,288.0,2007,55.19,66.16,1.0,47.0,79.0,71.0,9.09,17.5,42.65,70.25,0.0,1.0
Will MacKenzie,60.0,287.9,2007,60.74,69.36,1.0,40.0,39.0,48.0,12.03,17.8,39.25,70.41,,
Brett Quigley,61.0,287.8,2007,55.24,62.1,,125.0,133.0,94.0,9.73,13.82,42.53,70.88,0.0,0.0
Ryan Moore,62.0,287.7,2007,64.55,63.43,1.0,54.0,86.0,83.0,13.73,14.17,41.11,71.74,,
Chris Tidland,62.0,287.7,2007,56.8,55.56,,185.0,186.0,222.0,7.55,9.29,43.9,72.64,,
Henrik Stenson,64.0,287.6,2007,48.21,58.33,1.0,95.0,89.0,9.0,18.75,17.05,25.0,69.75,0.0,1.0
Lee Janzen,65.0,287.3,2007,56.16,61.67,,64.0,97.0,134.0,16.3,15.04,35.9,71.47,,
Jesper Parnevik,65.0,287.3,2007,55.52,65.33,,63.0,86.0,156.0,9.84,17.21,40.22,71.14,,
Ted Purdy,65.0,287.3,2007,60.47,68.46,1.0,37.0,37.0,59.0,15.28,13.98,49.12,70.83,,
Jeff Quinney,68.0,286.7,2007,61.27,64.14,4.0,30.0,20.0,18.0,15.33,17.98,39.6,69.11,,
Vijay Singh,68.0,286.7,2007,61.63,68.06,3.0,6.0,5.0,1.0,10.34,19.37,49.59,69.68,0.0,1.0
Michael Putnam,70.0,286.5,2007,58.01,67.36,,129.0,116.0,124.0,17.09,11.07,40.45,70.47,,
David Branshaw,71.0,286.4,2007,63.66,65.56,,160.0,169.0,187.0,9.43,10.85,43.02,72.05,,
Cameron Beckman,71.0,286.4,2007,60.59,64.4,1.0,91.0,46.0,103.0,8.53,12.73,52.53,70.1,,
Kevin Na,71.0,286.4,2007,57.79,60.53,,104.0,118.0,177.0,12.66,14.14,38.46,71.07,,
Duffy Waldorf,74.0,286.0,2007,62.39,68.3,,57.0,138.0,163.0,8.33,15.29,43.75,71.53,,
Retief Goosen,75.0,285.6,2007,57.14,56.02,,113.0,147.0,108.0,16.67,13.64,36.11,70.83,1.0,1.0
Cliff Kresge,76.0,285.5,2007,58.76,65.08,1.0,43.0,41.0,57.0,11.72,18.35,37.61,69.8,,
Marco Dawson,76.0,285.5,2007,59.67,66.67,,181.0,171.0,179.0,11.48,11.88,30.61,72.64,,
Sergio Garcia,78.0,285.4,2007,56.82,65.28,3.0,64.0,9.0,23.0,14.71,13.1,46.15,69.0,0.0,0.0
Jarrod Lyle,79.0,285.3,2007,49.79,62.75,,60.0,110.0,162.0,12.94,17.67,36.07,71.46,,
Jonathan Byrd,80.0,285.1,2007,59.39,63.74,1.0,25.0,54.0,102.0,9.88,15.79,49.3,71.0,,
Justin Rose,80.0,285.1,2007,56.12,65.69,2.0,8.0,14.0,36.0,14.49,19.32,42.62,69.1,1.0,1.0
J.P. Hayes,82.0,285.0,2007,54.32,61.54,1.0,92.0,120.0,125.0,13.76,15.27,36.9,71.84,,
Ken Duke,83.0,284.7,2007,65.22,65.0,,137.0,128.0,164.0,13.49,11.29,40.38,71.38,,
Jeff Gove,83.0,284.7,2007,62.75,72.22,,149.0,102.0,139.0,8.2,12.16,41.35,71.26,,
Jim Rutledge,85.0,284.6,2007,62.71,64.05,,154.0,173.0,191.0,8.14,12.27,41.67,72.82,,
Troy Matteson,85.0,284.6,2007,64.94,65.13,,76.0,110.0,70.0,10.26,15.16,43.16,71.29,0.0,0.0
Jason Dufner,85.0,284.6,2007,59.68,66.84,,44.0,60.0,101.0,12.88,15.12,47.0,70.83,,
Joey Sindelar,88.0,284.4,2007,59.08,64.65,,177.0,186.0,189.0,6.45,12.72,34.67,72.38,,
Vaughn Taylor,89.0,284.3,2007,62.73,69.14,1.0,4.0,11.0,38.0,16.28,19.51,43.56,68.94,1.0,1.0
John Rollins,89.0,284.3,2007,63.8,66.35,3.0,20.0,8.0,5.0,9.22,16.67,52.14,69.65,0.0,1.0
Parker McLachlin,91.0,284.0,2007,50.86,62.96,,70.0,70.0,126.0,11.65,16.17,39.51,71.47,,
Shaun Micheel,92.0,283.9,2007,66.67,66.22,1.0,140.0,108.0,82.0,14.29,15.27,27.71,70.5,0.0,0.0
Aaron Baddeley,93.0,283.2,2007,62.67,60.68,3.0,12.0,34.0,7.0,10.89,16.67,55.29,70.73,0.0,0.0
Carl Pettersson,94.0,283.1,2007,54.63,62.41,,145.0,162.0,75.0,5.88,14.2,41.24,72.2,0.0,0.0
Tripp Isenhour,95.0,282.8,2007,58.21,60.89,1.0,149.0,102.0,91.0,13.45,12.1,39.33,70.83,,
Eric Axley,96.0,282.7,2007,56.77,64.35,,168.0,175.0,120.0,13.7,10.16,38.98,72.58,,
Trevor Immelman,97.0,282.6,2007,66.76,66.88,3.0,160.0,59.0,12.0,12.5,12.77,35.37,69.93,0.0,0.0
Ryuji Imada,97.0,282.6,2007,55.78,65.28,,36.0,42.0,85.0,13.74,17.73,39.6,70.4,,
D.J. Trahan,99.0,282.5,2007,67.82,64.37,1.0,187.0,185.0,99.0,9.32,10.2,34.0,73.0,,
Nathan Green,99.0,282.5,2007,59.35,58.05,,105.0,56.0,92.0,9.49,13.28,47.57,70.64,,
Tim Petrovic,101.0,282.4,2007,53.09,60.52,,101.0,79.0,137.0,11.21,12.93,44.68,71.52,,
Daisuke Maruyama,102.0,282.2,2007,54.11,57.04,,189.0,141.0,173.0,7.59,12.02,32.73,72.23,,
Woody Austin,102.0,282.2,2007,64.09,61.3,,117.0,105.0,144.0,14.88,12.75,38.95,70.61,,
Frank Lickliter II,104.0,282.1,2007,67.51,61.59,,156.0,156.0,118.0,8.25,15.98,31.51,72.41,,
Stuart Appleby,104.0,282.1,2007,63.61,61.11,1.0,100.0,139.0,28.0,11.7,14.73,38.75,72.07,1.0,1.0
Matt Kuchar,104.0,282.1,2007,64.74,62.89,1.0,50.0,31.0,84.0,11.67,16.88,40.43,70.57,,
Craig Lile,107.0,282.0,2007,52.49,61.11,,181.0,144.0,186.0,6.56,11.59,40.0,72.15,,
Steve Wheatcroft,108.0,281.8,2007,57.95,66.08,,122.0,130.0,200.0,12.77,11.89,43.42,71.79,,
David Duval,109.0,281.7,2007,49.58,63.73,,49.0,105.0,171.0,7.14,18.24,37.88,71.0,,
Charlie Wi,109.0,281.7,2007,58.61,59.95,1.0,55.0,66.0,89.0,13.76,13.04,49.4,70.89,,
Rory Sabbatini,109.0,281.7,2007,60.89,60.49,1.0,62.0,72.0,49.0,13.33,16.44,37.08,71.71,1.0,1.0
Jason Bohn,109.0,281.7,2007,61.54,64.34,,67.0,64.0,76.0,10.85,15.06,45.36,70.89,,
D.J. Brigman,113.0,281.5,2007,62.09,66.67,,151.0,123.0,180.0,11.48,12.82,35.85,70.11,,
Darron Stiles,113.0,281.5,2007,63.4,65.66,,28.0,164.0,193.0,16.39,14.38,48.98,72.0,,
Bob Tway,115.0,281.4,2007,54.3,62.43,,88.0,160.0,153.0,11.65,14.89,40.0,71.5,,
Rich Barcelo,116.0,281.3,2007,53.31,60.9,,142.0,156.0,152.0,8.77,12.16,43.62,71.67,,
Joe Durant,117.0,281.1,2007,72.2,67.2,,107.0,181.0,105.0,6.02,15.91,38.67,71.94,0.0,0.0
Joe Ogilvie,118.0,281.0,2007,62.01,63.03,,18.0,83.0,121.0,18.25,17.72,38.78,71.38,,
Johnson Wagner,119.0,280.6,2007,64.84,69.97,1.0,35.0,34.0,62.0,14.94,14.95,45.97,70.17,,
Billy Mayfair,119.0,280.6,2007,67.59,67.09,1.0,119.0,53.0,81.0,12.15,14.39,37.35,71.3,0.0,0.0
Kent Jones,121.0,280.1,2007,65.52,63.76,,127.0,176.0,207.0,10.23,17.29,27.63,72.53,,
Rod Pampling,122.0,280.0,2007,63.32,64.96,,119.0,118.0,87.0,11.0,13.73,40.48,71.21,0.0,0.0
Heath Slocum,122.0,280.0,2007,68.1,64.81,3.0,34.0,17.0,19.0,11.5,15.41,53.09,70.13,,
Tim Herron,124.0,279.9,2007,62.99,67.82,,129.0,117.0,122.0,17.7,11.69,39.76,71.35,0.0,0.0
Brendon de Jonge,124.0,279.9,2007,54.4,61.11,1.0,141.0,150.0,142.0,12.0,14.06,35.09,72.6,,
Ryan Armour,126.0,279.8,2007,68.69,65.23,2.0,88.0,52.0,55.0,12.33,14.52,41.96,70.65,,
Todd Hamilton,126.0,279.8,2007,57.93,54.23,,191.0,192.0,213.0,9.09,10.19,28.38,73.58,0.0,0.0
Steve Elkington,128.0,279.7,2007,66.67,62.32,,112.0,99.0,129.0,11.61,11.81,47.67,71.84,,
Mark Hensby,129.0,279.5,2007,65.32,66.05,,159.0,130.0,143.0,9.65,12.5,39.13,70.79,,
Jerry Kelly,129.0,279.5,2007,69.31,65.61,1.0,160.0,77.0,98.0,9.62,12.5,41.89,71.42,1.0,1.0
Brandt Snedeker,131.0,279.4,2007,61.4,64.31,1.0,122.0,54.0,41.0,9.09,15.48,37.29,70.74,,
Alex Cejka,131.0,279.4,2007,68.72,67.86,,175.0,164.0,175.0,3.08,13.53,37.74,72.38,,
Tom Johnson,131.0,279.4,2007,65.06,63.19,,55.0,154.0,146.0,10.19,14.34,47.73,71.3,,
Jeff Sluman,134.0,279.3,2007,57.97,59.72,,132.0,168.0,158.0,10.0,14.73,37.84,72.7,0.0,0.0
Bernhard Langer,135.0,279.2,2007,65.53,66.67,2.0,57.0,47.0,66.0,14.08,18.54,29.82,71.33,0.0,0.0
Steve Flesch,135.0,279.2,2007,64.27,64.88,,147.0,136.0,115.0,11.3,11.45,42.39,71.25,,
Steve Stricker,137.0,279.1,2007,56.59,63.89,3.0,73.0,13.0,35.0,11.22,18.6,31.58,70.0,0.0,0.0
Billy Andrade,137.0,279.1,2007,56.67,60.65,,113.0,182.0,140.0,14.71,12.9,37.8,72.78,,
Tom Lehman,137.0,279.1,2007,65.26,69.68,1.0,81.0,89.0,96.0,16.83,14.06,38.67,70.67,,
Paul Azinger,140.0,279.0,2007,50.47,64.01,,61.0,101.0,133.0,10.53,15.85,43.84,70.75,,
Tommy Armour III,140.0,279.0,2007,71.21,71.05,1.0,122.0,27.0,67.0,12.77,16.53,27.38,70.0,,
Shigeki Maruyama,142.0,278.9,2007,57.26,50.98,,190.0,179.0,201.0,9.21,10.71,34.62,72.07,,
Ian Poulter,143.0,278.7,2007,59.62,59.36,2.0,143.0,115.0,64.0,7.79,12.63,41.79,71.42,0.0,1.0
Mike Weir,144.0,278.4,2007,67.66,60.88,,126.0,133.0,116.0,15.31,13.89,32.93,71.33,0.0,1.0
Scott Verplank,145.0,278.3,2007,69.2,61.44,1.0,106.0,34.0,97.0,7.25,16.67,39.22,70.42,0.0,0.0
Jeff Maggert,146.0,278.2,2007,69.17,67.65,,153.0,150.0,111.0,10.61,13.44,37.04,72.0,,
Paul Gow,147.0,277.9,2007,61.59,60.28,,132.0,145.0,157.0,9.0,13.2,41.46,71.84,,
Bart Bryant,147.0,277.9,2007,69.75,67.01,2.0,14.0,7.0,22.0,10.53,18.34,49.52,69.78,0.0,0.0
Anders Hansen,147.0,277.9,2007,64.91,63.45,,139.0,94.0,148.0,8.6,12.5,45.21,71.31,,
Bob Heintz,150.0,277.5,2007,55.38,60.14,,97.0,127.0,149.0,13.16,13.48,42.22,71.37,,
Bob Estes,151.0,277.4,2007,62.09,61.11,1.0,74.0,71.0,109.0,8.89,14.41,48.57,71.07,,
K.J. Choi,152.0,277.3,2007,62.86,66.15,3.0,25.0,22.0,24.0,14.73,15.68,46.79,70.53,0.0,0.0
Mark Wilson,153.0,277.0,2007,66.25,63.79,1.0,66.0,44.0,13.0,10.14,15.9,41.82,70.47,,
Richard Johnson,154.0,276.9,2007,62.09,61.49,,188.0,113.0,147.0,8.53,11.61,33.33,70.65,,
Glen Day,155.0,276.7,2007,65.05,65.87,,158.0,83.0,119.0,14.29,13.81,31.17,70.29,,
Chad Campbell,156.0,276.5,2007,61.07,61.11,1.0,147.0,179.0,34.0,14.41,14.24,29.67,71.89,0.0,0.0
David Toms,157.0,276.4,2007,66.41,66.27,3.0,31.0,19.0,27.0,12.04,17.86,43.18,70.43,1.0,1.0
Zach Johnson,158.0,276.3,2007,71.72,63.49,1.0,94.0,58.0,69.0,10.23,19.18,28.17,70.91,1.0,1.0
Brian Davis,159.0,275.9,2007,66.46,65.94,,156.0,91.0,172.0,11.22,14.83,30.0,71.18,,
Dudley Hart,159.0,275.9,2007,52.75,68.44,1.0,84.0,64.0,86.0,14.88,13.82,40.21,70.22,,
Arron Oberholser,161.0,275.4,2007,64.68,64.38,2.0,171.0,60.0,61.0,8.45,14.29,30.0,71.56,0.0,0.0
Rocco Mediate,162.0,275.2,2007,66.32,63.23,2.0,71.0,74.0,26.0,19.54,14.04,38.1,71.4,,
Doug LaBelle II,163.0,275.1,2007,67.62,64.48,1.0,78.0,37.0,60.0,14.18,14.12,42.16,70.86,,
Craig Kanada,164.0,274.9,2007,66.42,67.24,1.0,51.0,32.0,68.0,13.24,16.76,38.68,70.14,,
Tom Pernice Jr.,165.0,274.8,2007,61.88,61.11,,128.0,100.0,104.0,11.54,12.79,42.16,71.29,0.0,1.0
José María Olazábal,166.0,274.4,2007,56.68,63.89,,103.0,97.0,88.0,10.11,13.04,44.16,71.53,,
Luke Donald,167.0,274.3,2007,72.8,66.0,3.0,77.0,57.0,17.0,13.4,16.19,37.33,71.13,1.0,1.0
Ben Curtis,168.0,273.6,2007,67.38,59.63,1.0,166.0,167.0,58.0,7.69,15.45,31.18,72.11,0.0,0.0
Dicky Pride,168.0,273.6,2007,59.92,61.76,,179.0,152.0,178.0,11.76,13.79,26.23,72.07,,
Steve Jones,168.0,273.6,2007,68.55,63.58,,192.0,147.0,223.0,9.26,9.56,27.27,71.27,,
Michael Boyd,171.0,273.1,2007,73.6,62.96,,92.0,143.0,202.0,13.21,13.97,40.0,71.67,,
Justin Leonard,172.0,272.4,2007,70.44,62.8,,180.0,184.0,188.0,5.21,14.58,29.49,72.11,,
Fred Funk,173.0,272.3,2007,74.82,64.44,1.0,37.0,1.0,30.0,19.3,16.98,38.89,70.2,0.0,0.0
Robert Gamez,174.0,271.9,2007,68.07,61.34,,113.0,166.0,166.0,14.66,13.25,39.53,72.09,,
Chris DiMarco,174.0,271.9,2007,63.6,61.7,,170.0,77.0,95.0,11.11,13.78,29.23,71.0,0.0,0.0
John Mallinger,176.0,271.3,2007,69.33,62.5,1.0,174.0,160.0,54.0,8.62,11.3,37.5,71.24,,
Stephen Leaney,177.0,270.9,2007,61.45,68.61,1.0,172.0,76.0,106.0,11.76,11.5,32.0,71.0,,
Chris Riley,177.0,270.9,2007,74.51,63.64,,111.0,83.0,155.0,4.92,16.03,39.62,71.33,,
John Cook,179.0,270.7,2007,71.67,73.5,,85.0,68.0,160.0,15.71,16.09,30.65,71.23,,
Nick O'Hern,180.0,270.3,2007,62.5,54.17,2.0,160.0,123.0,46.0,6.25,12.88,44.44,71.75,0.0,0.0
Jim Furyk,181.0,269.9,2007,76.11,68.52,3.0,81.0,18.0,21.0,12.9,13.74,44.16,69.69,0.0,1.0
Dean Wilson,182.0,269.8,2007,66.09,62.29,1.0,80.0,128.0,56.0,18.66,12.79,37.93,72.22,0.0,0.0
Stephen Ames,183.0,269.1,2007,69.01,65.69,2.0,160.0,109.0,37.0,15.63,13.83,27.78,70.91,0.0,1.0
Brian Gay,184.0,268.8,2007,71.32,60.54,1.0,109.0,60.0,72.0,15.33,15.64,31.31,70.2,,
Tom Byrum,185.0,268.2,2007,69.93,64.14,,178.0,135.0,145.0,7.55,12.12,32.65,71.78,,
Kirk Triplett,186.0,267.2,2007,71.88,65.94,,79.0,156.0,136.0,7.45,17.24,36.36,71.94,,
Paul Goydos,187.0,265.6,2007,73.26,62.0,1.0,88.0,45.0,15.0,15.09,13.18,40.7,70.2,0.0,0.0
Brad Faxon,188.0,265.5,2007,56.06,54.5,,176.0,190.0,196.0,13.48,13.64,24.64,73.18,,
